"ID","Gender","Race","Age","Age_rescale","AgeLvl","Edu","CollegeDegree","Income","IncomeLvl","Marital","PO","EarAdopt","EarAdoptLvl","WearTech","SI_1_SSN","SI_2_health","SI_4_phone","SI_5_email","SI_6_location","SI_7_texts","SI_8_numbers","SI_9_birthdate","SI_10_relationship","SI_11_website","SI_12_search","SI_13_religion","SI_14_friends","SI_15_politics","SI_16_media","SI_17_purchases","SI_18_credit","SI_19_drowsiness","SI_20_alertness","SI_21_focus","SI_22_concentration","SI_24_brainwave","SI_25_brain.health","SI_26_substance","SI_27_emotion","SI_28_anxiety","SI_29_mental.image","SI_30_mental.thoughts","SI_31_intelligence","SI_32_sleep","SI_33_sexual.orientation","SI_34_genetic","SI_35_social.media"
"1420135691","Female","Native Hawaiian or Other Pacific Islander ","45-54",49.5,4,"Some college ","no college degree","$35,000 - $49,999 ",4,"Married","Democrat","I am generally among the last to try a new technology product",4,"No",4,4,4,4,4,4,2,4,4,4,2,2,3,2,3,3,3,4,3,3,3,4,4,3,3,3,3,3,2,3,4,4,4
"1363392333","Female","Asian ","35-44",39.5,3,"Some college ","no college degree","$50,000 - $74,999 ",5,"Married","Republican","I am generally in the middle when it comes to trying a new technology product ",3,"Yes",4,3,3,4,3,3,3,3,4,3,3,3,3,3,2,1,4,3,4,3,4,4,3,3,4,3,4,4,3,1,1,3,2
"1363422575","Female","Other ","55-64",59.5,5,"College graduate","college degree","$15,000 - $24,999 ",2,"Separated","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"Yes",4,2,3,3,4,3,4,4,4,3,4,1,2,3,4,3,4,2,2,2,2,2,3,3,2,2,2,2,3,3,2,3,4
"1420411109","Female","Black ","35-44",39.5,3,"High school graduate or equivalent","no college degree","$50,000 - $74,999 ",5,"Married","Other","I am generally the last to try a new technology product",5,"No",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"1418120205","Female","Black ","35-44",39.5,3,"Some college ","no college degree","$100,000 - $149,999 ",7,"Married","Other","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,4,3
"1366341014","Female","American Indian or Alaska Native ","25-34",29.5,2,"College graduate","college degree","$35,000 - $49,999 ",4,"Never married","Independent","I am generally the last to try a new technology product",5,"No",4,4,4,4,4,4,4,4,4,4,4,2,4,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4
"1419762350","Female","Asian ","25-34",29.5,2,"College graduate","college degree","$25,000 - $34,999 ",3,"Separated","Democrat","I am generally in the middle when it comes to trying a new technology product ",3,"Yes",4,4,4,4,2,4,4,4,4,3,3,4,4,3,4,4,4,3,3,3,3,3,4,4,3,3,3,4,4,3,4,3,3
"1418107610","Female","Other ","25-34",29.5,2,"Some college ","no college degree","$15,000 - $24,999 ",2,"Divorced","Democrat","I am generally in the middle when it comes to trying a new technology product ",3,"No",2,3,3,4,4,3,2,2,3,4,4,3,3,2,2,2,4,3,3,4,3,3,2,3,4,4,4,4,2,2,2,2,2
"1419374160","Female","American Indian or Alaska Native ","18-24",21,1,"High school graduate or equivalent","no college degree","$25,000 - $34,999 ",3,"Married","Other","I am generally the last to try a new technology product",5,"No",4,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1189828496","Male","Other ","45-54",49.5,4,"High school graduate or equivalent","no college degree","Less than $15,000 ",1,"Never married","Independent","I am generally among the last to try a new technology product",4,"No",4,1,4,3,4,3,3,4,3,4,4,4,4,4,3,2,1,4,3,2,4,4,3,3,3,2,4,4,2,3,4,4,3
"1213192494","Female","Other ","25-34",29.5,2,"College graduate","college degree","$15,000 - $24,999 ",2,"Never married","Other","I am generally the last to try a new technology product",5,"No",4,4,4,4,4,4,4,2,1,4,4,2,4,1,2,2,4,4,4,4,4,4,4,2,4,4,4,4,2,4,2,4,2
"1419291039","Female","Other ","18-24",21,1,"High school graduate or equivalent","no college degree","Less than $15,000 ",1,"Never married","Independent","I am generally among the last to try a new technology product",4,"No",4,3,4,2,1,4,4,1,4,3,3,2,2,1,1,1,4,1,2,4,2,3,3,2,1,3,2,3,2,1,1,3,1
"1337081148","Female","Asian ","45-54",49.5,4,"Graduate/Professional school or beyond ","college degree","$75,000 - $99,999 ",6,"Never married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"Yes",4,3,4,3,4,3,4,4,3,3,4,4,4,4,2,3,4,3,3,3,3,3,3,4,4,3,3,2,3,2,2,4,4
"1417543259","Female","American Indian or Alaska Native ","25-34",29.5,2,"High school graduate or equivalent","no college degree","$25,000 - $34,999 ",3,"Married","Independent","I am generally among the first to try a new technology product ",2,"Yes",4,4,3,3,4,3,3,3,4,3,4,2,3,2,3,2,4,2,2,2,3,3,3,3,3,4,4,4,3,3,2,3,3
"1317296592","Female","Native Hawaiian or Other Pacific Islander ","35-44",39.5,3,"College graduate","college degree","$35,000 - $49,999 ",4,"Divorced","Democrat","I am generally among the last to try a new technology product",4,"No",4,4,4,4,3,4,3,4,4,4,4,1,3,1,1,3,4,3,3,3,3,3,4,4,3,3,3,3,4,2,4,4,3
"1138177114","Female","American Indian or Alaska Native ","45-54",49.5,4,"Some college ","no college degree","$50,000 - $74,999 ",5,"Divorced","Other","I am generally among the first to try a new technology product ",2,"Yes",4,4,3,4,4,4,4,2,4,3,3,3,4,2,2,3,4,4,3,3,3,4,3,3,4,4,4,4,3,3,4,4,3
"1394569061","Male","White","65+",70,6,"Some college ","no college degree","$150,000 - $199,999",8,"Married","Democrat","I am generally among the last to try a new technology product",4,"Yes",4,3,4,4,3,3,4,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,2,3,3
"1384811306","Male","White","35-44",39.5,3,"College graduate","college degree","$15,000 - $24,999 ",2,"Never married","Other","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,4,4,4,4,3,4,2,3,4,2,4,2,2,3,2,3,4,4,4,4,4,4,4,4,4,4,3,2,4,4,3
"1131913329","Male","Other ","55-64",59.5,5,"Some college ","no college degree","$35,000 - $49,999 ",4,"Divorced","Democrat","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,1,4,4,4,4,2,1,1,4,4,1,4,1,1,3,4,1,1,4,4,1,1,1,1,1,1,4,1,1,1,4,4
"1264896881","Male","Other ","55-64",59.5,5,"Some college ","no college degree","$15,000 - $24,999 ",2,"Married","Democrat","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,4,3,3,4,3,3,2,3,4,1,4,1,2,3,4,2,1,2,3,4,3,4,3,2,4,4,2,3,1,4,2
"1131929932","Male","White","55-64",59.5,5,"Some college ","no college degree","$50,000 - $74,999 ",5,"Divorced","Republican","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,3,4,3,1,3,3,3,4,1,3,1,3,1,1,1,3,1,1,1,1,1,1,3,1,1,1,3,1,1,1,3,1
"1420017914","Female","American Indian or Alaska Native ","35-44",39.5,3,"High school graduate or equivalent","no college degree","$75,000 - $99,999 ",6,"Married","Democrat","I am generally among the first to try a new technology product ",2,"Yes",4,3,4,4,4,4,4,2,4,4,4,3,4,2,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,3,4,2
"1387474723","Female","Asian ","35-44",39.5,3,"Some college ","no college degree","$100,000 - $149,999 ",7,"Never married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"Yes",4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,3,4,2,3,3,4,4,4,3,3,4,4,4,3,3,3,4,4
"1390184232","Female","Black ","25-34",29.5,2,"Less than high school","no college degree","$50,000 - $74,999 ",5,"Never married","Independent","I am generally the first to try a new technology product ",1,"No",4,2,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,4,4,1,4,4
"1380159084","Female","White","25-34",29.5,2,"Some college ","no college degree","$50,000 - $74,999 ",5,"Married","Republican","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,4,4,4,4,4,3,3,3,3,4,4,3,3,2,4,1,1,1,1,3,4,3,1,1,4,4,4,1,1,4,4
"1393176689","Female","American Indian or Alaska Native ","35-44",39.5,3,"Some college ","no college degree","Less than $15,000 ",1,"Separated","Independent","I am generally among the last to try a new technology product",4,"Yes",2,2,3,3,3,3,2,1,3,3,3,2,3,2,1,1,3,3,3,1,4,1,2,4,3,1,4,4,1,2,4,2,3
"1420290772","Female","White","35-44",39.5,3,"High school graduate or equivalent","no college degree","$50,000 - $74,999 ",5,"Married","Republican","I am generally the first to try a new technology product ",1,"Yes",4,3,1,1,1,1,1,1,2,1,3,1,1,1,2,4,3,2,3,1,4,1,1,1,3,4,3,4,3,1,1,2,3
"1399397350","Male","Native Hawaiian or Other Pacific Islander ","45-54",49.5,4,"Some college ","no college degree","Less than $15,000 ",1,"Never married","Democrat","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,3,3,3,4,3,4,3,2,2,2,4,2,2,2,4,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3
"1345870631","Female","White","55-64",59.5,5,"College graduate","college degree","$25,000 - $34,999 ",3,"Married","Other","I am generally the last to try a new technology product",5,"No",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"1296651196","Female","Other ","45-54",49.5,4,"College graduate","college degree","$100,000 - $149,999 ",7,"Married","Independent","I am generally among the first to try a new technology product ",2,"Yes",4,4,4,4,4,4,4,3,4,3,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"1399199560","Male","Other ","25-34",29.5,2,"Graduate/Professional school or beyond ","college degree","More than $200,000",9,"Married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,4,4,4,4,4,2,3,3,3,2,2,2,3,4,4,3,3,4,3,3,4,4,3,4,3,4,4,4,2,4,3
"1387259147","Female","White","25-34",29.5,2,"High school graduate or equivalent","no college degree","Less than $15,000 ",1,"Married","Other","I am generally among the last to try a new technology product",4,"No",4,4,4,1,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4
"1323505677","Female","White","35-44",39.5,3,"College graduate","college degree","$75,000 - $99,999 ",6,"Married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"Yes",4,4,4,2,4,2,1,1,3,3,2,1,3,1,2,2,4,2,2,2,2,2,2,4,3,3,4,4,3,2,2,4,3
"1414421276","Female","American Indian or Alaska Native ","25-34",29.5,2,"Some college ","no college degree","$25,000 - $34,999 ",3,"Never married","Democrat","I am generally among the last to try a new technology product",4,"No",4,4,4,4,4,4,4,3,1,1,3,4,2,1,1,3,4,2,4,1,1,1,1,4,4,3,4,3,1,2,4,2,3
"1301704604","Male","White","55-64",59.5,5,"College graduate","college degree","$75,000 - $99,999 ",6,"Married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"Yes",4,4,4,4,4,4,4,4,1,2,2,1,2,3,2,3,4,2,4,4,3,4,4,3,3,4,3,4,1,2,1,4,1
"1410122422","Female","Other ","25-34",29.5,2,"High school graduate or equivalent","no college degree","$15,000 - $24,999 ",2,"Never married","Democrat","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,4,4,4,4,4,4,4,3,4,2,3,3,2,2,4,3,4,3,3,4,4,3,4,3,3,3,3,3,3,4,4
"1361967965","Male","Other ","45-54",49.5,4,"Some college ","no college degree","$15,000 - $24,999 ",2,"Married","Other","I am generally in the middle when it comes to trying a new technology product ",3,"No",2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"1317428676","Female","Other ","45-54",49.5,4,"Less than high school","no college degree","$25,000 - $34,999 ",3,"Divorced","Republican","I am generally in the middle when it comes to trying a new technology product ",3,"No",2,2,1,2,3,2,2,2,2,1,4,2,2,2,3,2,3,2,2,4,3,3,2,2,3,2,2,2,2,2,2,3,3
"1420307244","Female","Other ","35-44",39.5,3,"Graduate/Professional school or beyond ","college degree","$100,000 - $149,999 ",7,"Married","Democrat","I am generally among the last to try a new technology product",4,"Yes",4,4,4,4,4,4,4,3,4,3,3,4,4,4,3,2,4,3,3,4,3,4,4,4,4,3,4,4,3,3,4,4,2
"1420389984","Male","American Indian or Alaska Native ","18-24",21,1,"Some college ","no college degree","$15,000 - $24,999 ",2,"Never married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,1,3,3,3,3,2,1,2,3,2,1,1,1,1,1,3,1,1,1,1,2,2,1,2,2,3,2,1,1,1,1,3
"1348666203","Female","Other ","65+",70,6,"Some college ","no college degree","$50,000 - $74,999 ",5,"Never married","Other","I am generally among the last to try a new technology product",4,"No",4,4,4,2,4,4,3,1,2,1,2,2,2,2,2,2,1,4,4,4,4,4,4,2,4,4,4,4,1,4,4,4,1
"1204945636","Male","Other ","65+",70,6,"College graduate","college degree","$50,000 - $74,999 ",5,"Divorced","Republican","I am generally among the last to try a new technology product",4,"No",3,3,3,3,2,2,3,2,2,2,2,1,3,1,1,3,3,4,4,4,4,4,4,2,4,4,4,4,2,2,1,2,1
"1408088083","Female","Other ","55-64",59.5,5,"Graduate/Professional school or beyond ","college degree","$75,000 - $99,999 ",6,"Divorced","Democrat","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,4,3,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4
"1414911782","Male","Black ","45-54",49.5,4,"Some college ","no college degree","Less than $15,000 ",1,"Never married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,4,4,4,4,4,1,4,4,4,3,4,1,1,4,4,4,2,4,4,4,4,4,4,4,4,4,1,4,1,1,1
"1362639741","Female","Other ","35-44",39.5,3,"College graduate","college degree","$50,000 - $74,999 ",5,"Married","Independent","I am generally among the first to try a new technology product ",2,"No",4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,1,4,2,2,3,4,4,4,2,3,4,4,3,3,3,1,2,4
"1305689873","Male","American Indian or Alaska Native ","35-44",39.5,3,"Some college ","no college degree","$15,000 - $24,999 ",2,"Married","Republican","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,2,2,3,3,2,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2
"1377284842","Female","American Indian or Alaska Native ","45-54",49.5,4,"Some college ","no college degree","$15,000 - $24,999 ",2,"Married","Democrat","I am generally among the last to try a new technology product",4,"No",4,3,4,4,2,3,4,4,3,2,3,2,4,2,2,2,4,2,2,2,2,3,2,2,3,2,2,3,2,3,2,2,2
"1394665292","Male","Native Hawaiian or Other Pacific Islander ","45-54",49.5,4,"College graduate","college degree","$50,000 - $74,999 ",5,"Never married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"No",3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3
"1417230820","Female","American Indian or Alaska Native ","18-24",21,1,"Some college ","no college degree","$25,000 - $34,999 ",3,"Never married","Other","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,4,3,4,4,3,3,3,3,4,1,1,1,1,2,2,4,4,3,4,2,3,4,4,4,3,4,2,1,1,3,3
"1369171743","Female","Native Hawaiian or Other Pacific Islander ","45-54",49.5,4,"Some college ","no college degree","$35,000 - $49,999 ",4,"Never married","Other","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,3,4,2,3,2,3,3,3,4,3,4,4,2,2,3,4,3,3,3,2,3,3,4,3,1,3,4,2,4,2,2,3
"1300583941","Female","American Indian or Alaska Native ","35-44",39.5,3,"College graduate","college degree","$35,000 - $49,999 ",4,"Divorced","Independent","I am generally among the first to try a new technology product ",2,"No",3,4,4,4,4,3,4,3,2,3,3,3,3,2,2,2,3,4,4,4,4,4,3,3,4,4,4,4,2,3,1,4,3
"1399726291","Female","Other ","45-54",49.5,4,"College graduate","college degree","$50,000 - $74,999 ",5,"Divorced","Democrat","I am generally the last to try a new technology product",5,"No",3,2,2,2,1,2,2,3,2,2,1,1,1,3,1,3,1,3,3,2,3,3,3,1,1,2,1,2,2,1,1,4,2
"1311569700","Female","American Indian or Alaska Native ","45-54",49.5,4,"Some college ","no college degree","$50,000 - $74,999 ",5,"Never married","Republican","I am generally among the last to try a new technology product",4,"No",4,3,3,3,3,3,2,3,3,3,2,2,2,2,2,2,4,4,4,3,3,3,3,2,3,3,4,3,3,3,1,3,4
"1391720165","Female","Other ","25-34",29.5,2,"College graduate","college degree","$75,000 - $99,999 ",6,"Married","Democrat","I am generally among the last to try a new technology product",4,"Yes",4,4,4,4,3,4,4,3,3,2,3,2,3,2,2,3,4,2,3,3,2,2,3,3,3,3,4,4,3,3,2,3,3
"1330239100","Female","Native Hawaiian or Other Pacific Islander ","35-44",39.5,3,"Some college ","no college degree","Less than $15,000 ",1,"Divorced","Democrat","I am generally in the middle when it comes to trying a new technology product ",3,"No",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"1234178134","Female","American Indian or Alaska Native ","35-44",39.5,3,"High school graduate or equivalent","no college degree","$50,000 - $74,999 ",5,"Never married","Democrat","I am generally in the middle when it comes to trying a new technology product ",3,"Yes",4,4,4,4,4,4,4,4,4,3,3,2,4,2,2,3,4,4,4,4,4,2,3,4,4,4,4,4,2,2,4,4,2
"1418985564","Female","American Indian or Alaska Native ","25-34",29.5,2,"High school graduate or equivalent","no college degree","$15,000 - $24,999 ",2,"Married","Democrat","I am generally among the last to try a new technology product",4,"No",4,4,4,4,4,4,4,1,4,4,4,2,3,2,2,2,2,4,4,4,3,4,3,4,4,3,4,4,3,2,2,3,2
"1375083528","Male","American Indian or Alaska Native ","25-34",29.5,2,"College graduate","college degree","$50,000 - $74,999 ",5,"Married","Democrat","I am generally among the first to try a new technology product ",2,"Yes",4,4,3,4,4,3,4,4,4,4,4,3,4,3,2,2,4,4,3,4,4,4,4,3,4,3,4,4,4,2,4,4,3
"1291575565","Female","White","35-44",39.5,3,"Some college ","no college degree","Less than $15,000 ",1,"Never married","Other","I am generally in the middle when it comes to trying a new technology product ",3,"Yes",4,4,4,4,4,3,3,2,3,4,4,1,2,1,3,3,4,3,4,3,3,3,3,3,3,4,4,3,4,1,1,3,4
"1391312259","Female","White","55-64",59.5,5,"Some college ","no college degree","$25,000 - $34,999 ",3,"Married","Republican","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,3,2,2,3,2,2,2,1,2,2,2,1,1,1,1,4,1,2,2,1,3,2,1,2,2,2,3,2,2,1,2,3
"1275988019","Female","Other ","25-34",29.5,2,"College graduate","college degree","$35,000 - $49,999 ",4,"Never married","Republican","I am generally the first to try a new technology product ",1,"No",4,4,4,4,4,4,4,4,4,2,3,3,2,3,2,4,4,3,3,3,3,4,4,4,2,4,3,3,2,3,1,4,3
"1393109400","Female","Other ","18-24",21,1,"Some college ","no college degree","$15,000 - $24,999 ",2,"Never married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,4,4,4,4,3,4,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4
"1420291840","Female","Native Hawaiian or Other Pacific Islander ","35-44",39.5,3,"Some college ","no college degree","$50,000 - $74,999 ",5,"Married","Other","I am generally in the middle when it comes to trying a new technology product ",3,"Yes",4,4,4,3,2,3,4,4,4,2,2,4,3,4,2,2,4,2,3,2,2,2,3,3,4,3,3,3,3,4,4,4,4
"1323800510","Female","Asian ","25-34",29.5,2,"Graduate/Professional school or beyond ","college degree","$50,000 - $74,999 ",5,"Never married","Democrat","I am generally among the first to try a new technology product ",2,"Yes",4,4,4,3,4,4,4,4,4,3,3,2,3,3,1,3,4,4,4,3,4,4,4,3,4,3,4,3,4,4,2,4,3
"1395804603","Male","Native Hawaiian or Other Pacific Islander ","35-44",39.5,3,"Some college ","no college degree","$35,000 - $49,999 ",4,"Never married","Democrat","I am generally among the first to try a new technology product ",2,"No",4,4,4,4,3,4,4,3,4,3,2,4,3,3,3,4,4,4,3,2,3,4,4,3,3,4,4,4,2,2,4,4,4
"1317900500","Male","Asian ","25-34",29.5,2,"College graduate","college degree","$25,000 - $34,999 ",3,"Widowed","Independent","I am generally among the first to try a new technology product ",2,"Yes",3,2,3,2,3,1,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3
"1420372842","Female","Other ","25-34",29.5,2,"High school graduate or equivalent","no college degree","Less than $15,000 ",1,"Married","Other","I am generally the last to try a new technology product",5,"Yes",4,4,4,4,4,4,4,4,4,3,3,1,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,1,4,4
"1419371499","Female","Native Hawaiian or Other Pacific Islander ","18-24",21,1,"High school graduate or equivalent","no college degree","Less than $15,000 ",1,"Never married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,4,4,4,4,4,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,2,3,3,3,4,2,4,1,4,3
"1256841885","Female","Other ","25-34",29.5,2,"Some college ","no college degree","$25,000 - $34,999 ",3,"Married","Other","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4
"1418260968","Female","American Indian or Alaska Native ","18-24",21,1,"College graduate","college degree","$35,000 - $49,999 ",4,"Never married","Republican","I am generally in the middle when it comes to trying a new technology product ",3,"Yes",4,4,3,4,4,4,4,3,4,2,3,2,4,2,1,3,3,1,2,2,2,4,3,1,2,4,3,4,2,1,1,4,2
"1415186455","Female","White","35-44",39.5,3,"Graduate/Professional school or beyond ","college degree","$15,000 - $24,999 ",2,"Never married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,3,3,2,3,3
"1303939974","Female","American Indian or Alaska Native ","25-34",29.5,2,"Some college ","no college degree","Less than $15,000 ",1,"Never married","Democrat","I am generally the last to try a new technology product",5,"No",4,4,2,3,4,2,4,2,4,1,2,3,4,1,1,2,4,2,3,2,2,2,3,2,2,2,3,2,2,1,1,3,3
"1314221742","Male","American Indian or Alaska Native ","55-64",59.5,5,"College graduate","college degree","$100,000 - $149,999 ",7,"Married","Republican","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,3,4,4,3,4,4,4,3,3,3,2,4,4,3,3,4,3,4,3,3,4,4,4,4,4,4,4,3,3,2,3,4
"1412686369","Male","Black ","25-34",29.5,2,"Graduate/Professional school or beyond ","college degree","$100,000 - $149,999 ",7,"Married","Democrat","I am generally among the first to try a new technology product ",2,"Yes",4,4,4,4,4,4,4,3,3,3,4,3,2,3,2,3,4,3,2,1,3,3,3,2,3,2,2,2,2,3,2,1,4
"1420441128","Female","Other ","35-44",39.5,3,"High school graduate or equivalent","no college degree","Less than $15,000 ",1,"Never married","Independent","I am generally in the middle when it comes to trying a new technology product ",3,"Yes",4,2,3,3,4,3,4,4,2,2,2,1,2,1,2,3,4,2,2,2,2,3,3,2,3,2,3,3,2,3,4,3,4
"1303160814","Female","Native Hawaiian or Other Pacific Islander ","25-34",29.5,2,"College graduate","college degree","$50,000 - $74,999 ",5,"Never married","Other","I am generally in the middle when it comes to trying a new technology product ",3,"Yes",4,4,4,4,3,4,4,4,3,3,3,2,2,2,2,3,4,3,4,3,2,2,2,2,3,2,3,3,2,2,1,2,2
"1341940702","Female","White","65+",70,6,"High school graduate or equivalent","no college degree","$50,000 - $74,999 ",5,"Married","Democrat","I am generally the last to try a new technology product",5,"No",4,3,4,3,4,4,1,3,4,3,3,3,3,3,2,2,3,3,3,3,3,4,3,2,3,2,4,2,4,3,3,2,4
"1402224272","Female","White","45-54",49.5,4,"Some college ","no college degree","$75,000 - $99,999 ",6,"Divorced","Democrat","I am generally among the first to try a new technology product ",2,"No",4,4,3,4,4,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4
"1265796055","Male","White","45-54",49.5,4,"Less than high school","no college degree","Less than $15,000 ",1,"Never married","Republican","I am generally in the middle when it comes to trying a new technology product ",3,"No",3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,3,3,3,3,2,3,3,3,2,2,3,2,2
"1401656620","Female","Native Hawaiian or Other Pacific Islander ","35-44",39.5,3,"College graduate","college degree","$35,000 - $49,999 ",4,"Married","Democrat","I am generally in the middle when it comes to trying a new technology product ",3,"Yes",4,4,4,4,4,4,3,4,3,3,3,2,4,2,3,3,4,3,3,3,3,4,4,4,3,3,4,4,4,2,4,4,4
"1420118486","Female","American Indian or Alaska Native ","25-34",29.5,2,"High school graduate or equivalent","no college degree","$25,000 - $34,999 ",3,"Married","Republican","I am generally among the last to try a new technology product",4,"No",4,4,4,4,4,4,4,2,4,4,4,4,3,3,2,4,4,3,3,3,3,3,3,2,4,3,3,4,4,2,2,2,2
"1411050739","Male","American Indian or Alaska Native ","45-54",49.5,4,"High school graduate or equivalent","no college degree","Less than $15,000 ",1,"Never married","Democrat","I am generally among the first to try a new technology product ",2,"No",4,3,4,4,4,3,4,4,3,3,4,4,3,3,4,4,3,4,3,4,4,3,3,1,2,3,4,4,3,3,4,1,4
"1369167395","Female","Native Hawaiian or Other Pacific Islander ","25-34",29.5,2,"Some college ","no college degree","$35,000 - $49,999 ",4,"Married","Other","I am generally in the middle when it comes to trying a new technology product ",3,"No",4,4,4,3,4,4,3,4,3,3,3,1,2,1,1,2,3,3,2,2,2,3,3,3,2,2,2,3,2,1,4,3,2
"1319710870","Male","American Indian or Alaska Native ","45-54",49.5,4,"Some college ","no college degree","$25,000 - $34,999 ",3,"Divorced","Independent","I am generally the first to try a new technology product ",1,"Yes",4,4,3,3,4,4,4,3,3,4,4,3,4,2,3,4,4,4,2,4,4,3,4,4,4,4,4,4,3,1,1,2,4
"1414921211","Female","Other ","25-34",29.5,2,"Some college ","no college degree","$15,000 - $24,999 ",2,"Never married","Other","I am generally among the last to try a new technology product",4,"No",3,4,4,3,3,3,3,4,4,3,4,2,4,2,3,3,4,4,4,3,3,3,3,2,2,4,3,3,3,2,3,3,3
"1420440021","Female","American Indian or Alaska Native ","25-34",29.5,2,"Less than high school","no college degree","$25,000 - $34,999 ",3,"Never married","Democrat","I am generally among the last to try a new technology product",4,"No",4,4,4,3,4,4,3,2,3,2,4,2,3,2,3,2,3,4,4,3,4,2,3,4,4,4,4,4,3,3,2,3,3
"1107885939","Male","American Indian or Alaska Native ","55-64",59.5,5,"Some college ","no college degree","$15,000 - $24,999 ",2,"Married","Republican","I am generally among the last to try a new technology product",4,"No",4,4,4,3,4,4,4,3,4,4,4,2,4,3,3,3,4,4,3,4,4,4,4,3,4,4,4,4,3,4,3,3,3
"1318226541","Female","Other ","55-64",59.5,5,"Graduate/Professional school or beyond ","college degree","$75,000 - $99,999 ",6,"Never married","Independent","I am generally among the last to try a new technology product",4,"No",4,2,3,2,4,2,2,4,3,2,2,2,2,2,2,2,4,3,2,3,3,3,2,3,2,3,3,3,3,2,2,2,3
